docid,entityid,type
437,Unraveling Post-Covid-19 Immune Dysregulation Using Machine Learning-Based Immunophenotyping,Paper
438,Laboratory Values Estimation And Monitoring From Electrocardiogram Signals -- A Multimodal Deep Learning Approach,Paper
438,Mimic-Iv Dataset,Topic
438,Ecg Waveforms,Topic
438,Laboratory Value Abnormalities,Topic
438,Auroc Scores,Topic
438,Cardiac Abnormalities,Topic
438,Renal Abnormalities,Topic
438,Hematological Abnormalities,Topic
438,Metabolic Abnormalities,Topic
438,Immunological Abnormalities,Topic
438,Coagulation Abnormalities,Topic
439,Endpoint Choice For Randomized Controlled Trials Of Treatments For Covid-19,Topic
439,Lori E Dodd,Author
439,Dean Follmann,Author
439,Jing Wang,Author
439,Franz Koenig,Author
439,Lisa L Korn,Author
439,Christian Schoergenhofer,Author
439,Michael Proschan,Author
439,Sally Hunsberger,Author
439,Tyler Bonnett,Author
439,Mat Makowski,Author
439,Drifa Belhadi,Author
439,Yeming Wang,Author
439,Bin Cao,Author
439,France Mentre,Author
439,Thomas Jaki,Author
440,Medical Trials,Topic
440,Patients' Health Conditions,Topic
440,Demographic Factors,Topic
440,Death Rate,Topic
440,Bertillon Effect,Topic
440,Age Of The Oldest Patients,Topic
440,Gompertz'S Law,Topic
440,Marital Status,Topic
440,Age Distribution Of Those Over 65,Topic
440,Bertrand M. Roehner,Author
440,Clinical Trials,Topic
440,Reliability And Accuracy Of Trial'S Conclusions,Topic
441,Phase 1 Clinical Trials,Topic
441,Dose-Escalation Practices,Topic
441,Precautionary Coherence Principle,Topic
441,Afm11,Topic
441,Bayesian Dose-Response Model,Topic
441,David C. Norris,Author
442,What Were They Thinking? Pharmacologic Priors Implicit In A Choice Of 3+3 Dose-Escalation Design,Paper
443,Bayesian Response Adaptive Clinical Trials,Topic
443,Experimental Therapies,Topic
443,Diseases,Topic
443,Adaptive Decisions,Topic
443,Randomization Probabilities,Topic
443,New Treatments,Topic
443,Response Adaptive Trials,Topic
443,Simulation Studies,Topic
443,Operating Characteristics,Topic
443,Type I/Ii Error Rates,Topic
443,Bayesian Uncertainty Directed Trial Designs (Buds),Topic
443,Metric U,Topic
443,Information Accrued,Topic
443,Treatment Effects,Topic
443,Asymptotic Analysis,Topic
443,Allocation Of Patients,Topic
443,Treatment Arms,Topic
443,Asymptotic Normality,Topic
443,Power Of The Bud,Topic
443,Marta Bonsaglio,Author
443,Sandra Fortini,Author
443,Steffen Ventz,Author
443,Lorenzo Trippa,Author
444,Modeling Synergism In Early Phase Cancer Trials With Drug Combination With Continuous Dose Levels: Is There An Added Value?,Paper
444,Mourad Tighiouart,Author
444,JosÈ L. JimÈnez,Author
444,Marcio A. Diniz,Author
444,AndrÈ Rogatko,Author
445,Randomized Clinical Trials,Topic
445,In Silico Imaging Trials,Topic
445,Medical Device,Topic
445,Digital Representations Of Humans,Topic
445,Digital Human Models,Topic
445,Digital Cohorts,Topic
445,A Badano,Author
445,M Lago,Author
445,E Sizikova,Author
445,Jg Delfino,Author
445,S Guan,Author
445,Ma Anastasio,Author
445,B Sahiner,Author
446,Molecular Targeted Oncology Drug Development,Topic
446,Basket Trial,Topic
446,Bayesian Approach,Topic
446,Frequentist Approach,Topic
446,Satoshi Hattori,Author
446,Satoshi Morita,Author
446,Mantel-Haenszel Procedure,Topic
446,Clinical Trial Methodologies,Topic
446,Efficacy Evaluation,Topic
446,Type 1 Error Control,Topic
446,Information Criterion Approach,Topic
446,Dually Consistent Variance Estimators,Topic
447,Implementing Response-Adaptive Randomisation In Stratified Rare-Disease Trials: Design Challenges And Practical Solutions,Paper
447,Rajenki Das,Author
447,Nina Deliu,Author
447,Mark Toshner,Author
447,SofÌa S Villar,Author
448,A Comparative Evaluation Of Bayesian Model-Assisted Two-Stage Designs For Phase I/Ii Clinical Trials,Paper
448,Phase I/Ii Trial,Topic
448,Optimal Biological Dose,Topic
448,Recommended Phase Ii Doses,Topic
448,Go/No-Go Decision,Topic
448,Recommended Phase Iii Dose,Topic
448,Bayesian Model-Assisted Designs,Topic
448,Tite-Boin12 + Top,Topic
449,Robbins And Monro,Author
449,Stochastic Approximation,Topic
449,Dose-Finding Studies,Topic
449,Ying Kuen Cheung,Author
449,Stochastic Approximation Literature,Topic
449,Dose-Finding Literature,Topic
449,Clinical Studies,Topic
449,Arxiv.Result,Paper
450,Extracting Factual Min/Max Age Information From Clinical Trial Studies,Paper
450,Yufang Hou,Author
450,Debasis Ganguly,Author
450,Lea A. Deleris,Author
450,Francesca Bonin,Author
451,Intercurrent Events (Ices),Topic
451,Missing Values,Topic
451,Clinical Trials,Topic
451,Treatment Effect,Topic
451,Estimand,Topic
451,Tripartite Estimands,Topic
451,Adverse Events,Topic
451,Lack Of Efficacy,Topic
451,Primary Efficacy Outcome,Topic
451,Causal Inference Framework,Topic
451,Yongming Qu,Author
451,Junxiang Luo,Author
451,Stephen J. Ruberg,Author
451,Phase 3 Clinical Study,Topic
451,Basal Insulin Treatment,Topic
451,Type 1 Diabetes,Topic
452,A Nonparametric Method For Value Function Guided Subgroup Identification Via Gradient Tree Boosting For Censored Survival Data,Paper
452,Subgroup Identification,Topic
452,Individualized Treatment Regime,Topic
452,Gradient Tree Boosting,Topic
452,Censored Survival Data,Topic
452,Aids Clinical Trial,Topic
453,Conventional Methods For Analyzing Composite Endpoints In Clinical Trials,Topic
453,Win Ratio (Wr),Topic
453,Jialu Wang,Author
453,Yeh-Fong Chen,Author
453,Thomas Gwise,Author
453,Utilizing Win Ratio Approaches And Two-Stage Enrichment Designs For Small-Sized Clinical Trials,Paper
454,Knockoffs,Topic
454,Sequential Knockoffs For Continuous And Categorical Predictors: With Application To A Large Psoriatic Arthritis Clinical Trial Pool,Paper
455,In Silico Clinical Trials,Topic
455,Pharmacological Treatment,Topic
455,Precision Medicine,Topic
455,Stefano Sinisi,Author
455,Vadim Alimguzhin,Author
455,Toni Mancini,Author
455,Enrico Tronci,Author
455,Federico Mari,Author
455,Brigitte Leeners,Author
456,Automated Approach To Extracting Positive And Negative Clinical Research Results,Paper
456,Picoe Framework,Topic
456,Covid-19 Related Intervention-Outcomes Pairs,Topic
456,Xuanyu Shi,Author
456,Shiyao Xie,Author
456,Wenjia Wang,Author
456,Ting Chen,Author
456,Jian Du,Author
457,Estimands In Real-World Evidence Studies,Paper
457,Jie Chen,Author
457,Daniel Scharfstein,Author
457,Hongwei Wang,Author
457,Binbing Yu,Author
457,Yang Song,Author
457,Weili He,Author
457,John Scott,Author
457,Xiwu Lin,Author
457,Hana Lee,Author
458,N4U Analysis Base,Topic
458,Neurodegenerative Diseases,Topic
458,Neugrid For Users (N4U),Topic
458,Kamran Munir,Author
458,Saad Liaquat Kiani,Author
458,Khawar Hasham,Author
458,Richard Mcclatchey,Author
458,Andrew Branson,Author
458,Jetendr Shamdasani,Author
458,N4U Consortium,Author
459,Covid-19 Vaccine Trials,Topic
459,Rob Johnson,Author
459,Chris Jackson,Author
459,Anne Presanis,Author
459,Sofia S. Villar,Author
459,Daniela De Angelis,Author
460,Trials,Topic
460,Sample Size Calculations,Topic
460,Semiparametric Efficient Estimator,Topic
460,Power,Topic
460,Alejandro Schuler,Author
460,Clinical Trial,Topic
460,Design Power,Topic
460,Type I Error,Topic
460,"Two-Arm, Single-Timepoint Trial",Topic
460,Nominal Values,Topic
461,Covariate Adjustment,Topic
461,Clinical Trials,Topic
461,Group Sequential Designs,Topic
461,Information Adaptive Design,Topic
461,Kelly Van Lancker,Author
461,Joshua Betz,Author
461,Michael Rosenblum,Author
461,Estimator Performance,Topic
461,Stroke Trial,Topic
462,Basket Trials,Topic
462,Bayesian Approach,Topic
462,Sample Size Determination,Topic
462,Haiyan Zheng,Author
462,Michael J. Grayling,Author
462,Pavel Mozgunov,Author
462,Thomas Jaki,Author
462,James M. S. Wason,Author
463,Actg 175 Hiv Trial,Topic
463,Us Early-Stage Hiv Patients,Topic
463,Thailand Hiv Patients,Topic
463,Southern Ethiopia Hiv Patients,Topic
463,Treatment Effect,Topic
463,Cox Proportional Hazard Model,Topic
463,Inverse Probability Weighting Method,Topic
463,Augmented Calibration Weighting Method,Topic
463,Linear Spline-Based Hazard Regression Model,Topic
463,Dasom Lee,Author
463,Sujit Ghosh,Author
463,Shu Yang,Author
464,Using Limited Trial Evidence To Credibly Choose Treatment Dosage When Efficacy And Adverse Effects Weakly Increase With Dose,Paper
464,Charles F. Manski,Author
464,Dosage,Topic
464,Efficacy,Topic
464,Adverse Effects,Topic
464,Trial Evidence,Topic
464,Patient Care,Topic
464,Treatment Cost,Topic
464,Minimax-Regret Criterion,Topic
464,Convex Polygon,Topic
465,Major Depressive Disorder (Mdd),Topic
465,Michaela Maria Freitag,Author
465,Dario Zocholl,Author
465,Elias Laurin Meyer,Author
465,Stefan M. Gold,Author
465,Marta Bofill Roig,Author
465,Heidi De Smedt,Author
465,Martin Posch,Author
465,Franz Kˆnig,Author
465,Design Considerations For A Phase Ii Platform Trial In Major Depressive Disorder,Paper
466,Ai-Probe,Topic
466,Intra-Cranial Hemorrhage,Topic
466,Turn-Around Time,Topic
466,Aidoc,Author
466,Axel Wism¸ller,Author
466,Larry Stockmaster,Author
467,Neurosciences,Topic
467,Brain Signals,Topic
467,Replicate Locally Stationary Wavelet (Rlsw) Process,Topic
467,Jonathan Embleton,Author
467,Marina I. Knight,Author
467,Hernando Ombao,Author
467,Hippocampus,Topic
467,Nucleus Accumbens,Topic
467,Associative Learning Experiment,Topic
467,Wavelets,Topic
467,Nonstationary Behaviour,Topic
467,Spectral Estimation Framework,Topic
467,Simulation Studies,Topic
467,Theoretical Estimator Properties,Topic
468,Brain,Topic
468,Neuroscience,Topic
468,Monkey_Local_Field_Potentials,Topic
468,Go_No-Go_Task,Topic
468,Bandt-Pompe_Symbolization,Topic
468,Asymmetry_Index,Topic
468,Multi-Scale_Approach,Topic
468,Helena_B_Lucas,Author
468,Steven_L_Bressler,Author
468,Fernanda_S_Matias,Author
468,Osvaldo_A_Rosso,Author
469,Drug Repurposing,Topic
469,Clinical Connectivity Map Framework,Topic
469,Laboratory Tests,Topic
469,Clinical Drug Effect Vectors,Topic
469,Clinical Disease Sign Vectors,Topic
469,Dot Product-Based Scoring Function,Topic
469,Asthma,Topic
469,Coronary Heart Disease,Topic
469,Type 2 Diabetes,Topic
469,Qianlong Wen,Author
469,Ruoqi Liu,Author
469,Ping Zhang,Author
470,Clinical Citation Count,Topic
470,Biomedical Papers,Topic
470,Mpnn Model,Topic
470,Xin Li,Author
470,Xuli Tang,Author
470,Qikai Cheng,Author
471,Crocs,Topic
471,Dani Kiyasseh,Author
471,Tingting Zhu,Author
471,David A. Clifton,Author
471,Clinical Tasks,Topic
471,Clinical Databases,Topic
471,Dtc,Topic
472,Cluster Randomized Trials,Topic
472,Guy Harling,Author
472,Rui Wang,Author
472,Jukka-Pekka Onnela,Author
472,Victor De Gruttola,Author
472,Connectivity-Informed Trial Designs,Topic
472,Public Health Impact,Topic
472,Epidemic Control,Topic
472,Vaccine Effect Performance,Topic
472,Seir-Type Epidemic,Topic
472,Network-Structured Agent-Based Model,Topic
472,Cumulative Incidence,Topic
472,Power To Detect Differences,Topic
472,Holdback Period,Topic
473,Fusing Trial Data For Treatment Comparisons: Single Versus Multi-Span Bridging,Paper
473,Bonnie E. Shook-Sa,Author
473,Paul N. Zivich,Author
473,Samuel P. Rosin,Author
473,Jessie K. Edwards,Author
473,Adaora A. Adimora,Author
473,Michael G. Hudgens,Author
473,Stephen R. Cole,Author
474,Observational Studies,Topic
474,Randomized Controlled Trials (Rcts),Topic
474,Target Trial Emulation,Topic
474,Causal Inference,Topic
474,Novel Framework For Target Trial Emulation,Topic
474,Dimitris Bertsimas,Author
474,Angelos G. Koulouras,Author
474,Hiroshi Nagata,Author
474,Carol Gao,Author
474,Junki Mizusawa,Author
474,Yukihide Kanemitsu,Author
474,Georgios Antonios Margonis,Author
475,Hidden Markov Models For Alcoholism Treatment Trial Data,Paper
475,Markov Models,Topic
475,Hidden Markov Models,Topic
475,Naltrexone,Topic
476,Bayesian Phase I,Topic
476,Lmp1S,Topic
476,U&D,Topic
476,Assaf P. Oron,Author
476,Peter D. Hoff,Author
476,Small-Sample Behavior Of Novel Phase I Cancer Trial Designs,Paper
477,Mathematical Model Of Colorectal Cancer With Monoclonal Antibody Treatments,Paper
477,Colorectal Cancer,Topic
477,Monoclonal Antibody Therapy,Topic
477,Irinotecan,Topic
477,Cetuximab,Topic
477,Panitumumab,Topic
477,Nonlinear Ordinary Differential Equations,Topic
477,Tumor Growth Rate,Topic
477,Carrying Capacity,Topic
477,Pk/Pd Parameters,Topic
478,Response-Adaptive Randomisation (Rar),Topic
478,Sofia S. Villar,Author
478,Jack Bowden,Author
478,James Wason,Author
478,Response Adaptive Designs For Binary Responses: How To Offer Patient Benefit While Being Robust To Time Trends?,Paper
479,Phase I,Topic
479,Phase Ii,Topic
479,Phase I/Ii Clinical Trials,Topic
479,Cytotoxic Agents,Topic
479,Molecularly Targeted Agents,Topic
479,Dose-Efficacy Relationship,Topic
479,Regimen-Finding Design,Topic
479,Pavel Mozgunov,Author
479,Thomas Jaki,Author
480,Strituvad Project,Topic
480,Universal Immune System Simulator,Topic
480,Bayesian Adaptive Design,Topic
480,Digital Patients,Topic
480,Marzio Pennisi,Author
480,Miguel A. Juarez,Author
480,Giulia Russo,Author
480,Marco Viceconti,Author
480,Francesco Pappalardo,Author
481,Event-Driven Clinical Trials,Topic
481,Clinical Events,Topic
481,Oncology,Topic
481,Cardiovascular Trials,Topic
481,Patient Recruitment,Topic
481,Event Counts,Topic
481,Analytic Approach,Topic
481,Poisson-Gamma Model,Topic
481,Exponential Distribution,Topic
481,Weibull Distribution,Topic
481,Log-Normal Distribution,Topic
481,Simulation,Topic
481,Real Dataset,Topic
481,Vladimir Anisimov,Author
481,Stephen Gormley,Author
481,Rosalind Baverstock,Author
481,Cynthia Kineza,Author
482,A Bayesian Hierarchical Model For Bridging Across Patient Subgroups In Phase I Clinical Trials With Animal Data,Paper
482,Haiyan Zheng,Author
482,Lisa V. Hampson,Author
482,Thomas Jaki,Author
483,Covariate Adjustment In Randomized Clinical Trials With Missing Covariate And Outcome Data,Paper
483,Chia-Rui Chang,Author
483,Yue Song,Author
483,Fan Li,Author
483,Rui Wang,Author
483,Childhood Adenotonsillectomy Trial,Topic
484,Sensitivity Analyses Of Clinical Trial Designs: Selecting Scenarios And Summarizing Operating Characteristics,Paper
484,Simulation-Based Sensitivity Analyses,Topic
484,Candidate Designs For Future Clinical Trials,Topic
484,Design Operating Characteristics,Topic
484,Unknown Parameters,Topic
484,Plausible Simulation Scenarios,Topic
484,Optimization Techniques,Topic
485,Adaptive Identification Of Populations With Treatment Benefit In Clinical Trials: Machine Learning Challenges And Solutions,Paper
485,Patient Subpopulations,Topic
485,Adaptive Clinical Trial,Topic
485,Biostatistics,Topic
485,Machine Learning,Topic
485,Adaggi,Topic
485,Adagcpi,Topic
486,Enrollment Forecast For Clinical Trials At The Portfolio Planning Phase Based On Site-Level Historical Data,Paper
486,Sheng Zhong,Author
486,Yunzhao Xing,Author
486,Mengjia Yu,Author
486,Li Wang,Author
486,Clinical Trial Enrollment,Topic
486,Statistical Approaches,Topic
486,Generalized Linear Mixed-Effects Models,Topic
487,The Clinical Trials Puzzle: How Network Effects Limit Drug Discovery,Paper
487,Kishore Vasan,Author
487,Deisy Gysi,Author
487,Albert-Laszlo Barabasi,Author
487,Post-Genomic Medicine,Topic
487,Clinical Trials,Topic
487,Drug Discovery,Topic
487,Human Interactome,Topic
487,Network-Based Model,Topic
487,Druggable Proteins,Topic
488,Pulsar,Topic
488,Immunotherapy,Topic
488,Mathematical Model,Topic
488,Samiha Rouf,Author
488,Casey Moore,Author
488,Debabrata Saha,Author
488,Dan Nguyen,Author
488,Marylena Bleile,Author
488,Robert Timmerman,Author
488,Hao Peng,Author
488,Steve Jiang,Author
489,Gentwoarmstrialsize,Topic
489,Clinical Trials,Topic
489,R Statistical Software,Topic
489,Pharmaceutical Statisticians,Topic
490,Top-Down Multilevel Simulation Of Tumor Response To Treatment In The Context Of In Silico Oncology,Paper
490,Georgios Stamatakos,Author
490,Tumor Dynamics Modeling Method,Topic
490,Oncosimulator,Topic
491,Patients,Topic
491,Clinical Trial,Topic
491,Medication'S Efficacy,Topic
491,Trimmed Means Approach,Topic
491,Average Population Treatment Effect,Topic
491,Missing Data Problem,Topic
491,Missing Not At Random (Mnar),Topic
491,Missing At Random (Mar),Topic
491,Multiple Imputation (Mi),Topic
491,Alex Ocampo,Author
491,Heinz Schmidli,Author
491,Peter Quarg,Author
491,Francesca Callegari,Author
491,Marcello Pagano,Author
491,Permutt 2017,Paper
492,Model-Robust Inference For Clinical Trials That Improve Precision By Stratified Randomization And Covariate Adjustment,Paper
492,Bingkai Wang,Author
492,Ryoko Susukida,Author
492,Ramin Mojtabai,Author
492,Masoumeh Amin-Esmaeili,Author
492,Michael Rosenblum,Author
492,Stratified Randomization,Topic
492,Covariate Adjustment,Topic
492,Clinical Trials,Topic
493,Adaptive Enrichment,Topic
493,Clinical Trial,Topic
493,Longitudinal And Time-To-Event Data,Topic
493,Biomarkers,Topic
493,Metastatic Breast Cancer,Topic
